ZIP Code	County Name	State Code	State Name	FMR Source	Has SAFMR Data But Uses FMR
99501	Anchorage Municipality	AK	Alaska	NONE	Yes
99502	Anchorage Municipality	AK	Alaska	NONE	Yes
99503	Anchorage Municipality	AK	Alaska	NONE	Yes
99504	Anchorage Municipality	AK	Alaska	NONE	Yes
99505	Anchorage Municipality	AK	Alaska	NONE	Yes
99506	Anchorage Municipality	AK	Alaska	NONE	Yes
99507	Anchorage Municipality	AK	Alaska	NONE	Yes
99508	Anchorage Municipality	AK	Alaska	NONE	Yes
99509	Anchorage Municipality	AK	Alaska	NONE	Yes
99510	Anchorage Municipality	AK	Alaska	NONE	Yes
99511	Anchorage Municipality	AK	Alaska	NONE	Yes
99513	Anchorage Municipality	AK	Alaska	NONE	Yes
99514	Anchorage Municipality	AK	Alaska	NONE	Yes
99515	Anchorage Municipality	AK	Alaska	NONE	Yes
99516	Anchorage Municipality	AK	Alaska	NONE	Yes
99517	Anchorage Municipality	AK	Alaska	NONE	Yes
99518	Anchorage Municipality	AK	Alaska	NONE	Yes
99519	North Slope Borough	AK	Alaska	NONE	Yes
99520	Anchorage Municipality	AK	Alaska	NONE	Yes
99521	Anchorage Municipality	AK	Alaska	NONE	Yes
99522	Anchorage Municipality	AK	Alaska	NONE	Yes
99523	Anchorage Municipality	AK	Alaska	NONE	Yes
99524	Anchorage Municipality	AK	Alaska	NONE	Yes
99530	Anchorage Municipality	AK	Alaska	NONE	Yes
99540	Anchorage Municipality	AK	Alaska	NONE	Yes
99545	Bethel Census Area	AK	Alaska	NONE	Yes
99546	Aleutians West Census Area	AK	Alaska	NONE	Yes
99547	Aleutians West Census Area	AK	Alaska	NONE	Yes
99548	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99549	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99550	Kodiak Island Borough	AK	Alaska	NONE	Yes
99551	Bethel Census Area	AK	Alaska	NONE	Yes
99552	Bethel Census Area	AK	Alaska	NONE	Yes
99553	Aleutians East Borough	AK	Alaska	NONE	Yes
99554	Kusilvak Census Area	AK	Alaska	NONE	Yes
99555	Dillingham Census Area	AK	Alaska	NONE	Yes
99556	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99557	Bethel Census Area	AK	Alaska	NONE	Yes
99558	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99559	Bethel Census Area	AK	Alaska	NONE	Yes
99561	Bethel Census Area	AK	Alaska	NONE	Yes
99563	Kusilvak Census Area	AK	Alaska	NONE	Yes
99564	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99565	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99566	Copper River Census Area	AK	Alaska	NONE	Yes
99567	Anchorage	AK	Alaska	NONE	Yes
99568	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99569	Dillingham Census Area	AK	Alaska	NONE	Yes
99571	Aleutians East Borough	AK	Alaska	NONE	Yes
99572	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99573	Copper River Census Area	AK	Alaska	NONE	Yes
99574	Chugach Census Area	AK	Alaska	NONE	Yes
99575	Bethel Census Area	AK	Alaska	NONE	Yes
99576	Dillingham Census Area	AK	Alaska	NONE	Yes
99577	Anchorage Municipality	AK	Alaska	NONE	Yes
99578	Bethel Census Area	AK	Alaska	NONE	Yes
99579	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99580	Dillingham Census Area	AK	Alaska	NONE	Yes
99581	Kusilvak Census Area	AK	Alaska	NONE	Yes
99583	Aleutians East Borough	AK	Alaska	NONE	Yes
99585	Kusilvak Census Area	AK	Alaska	NONE	Yes
99586	Copper River Census Area	AK	Alaska	NONE	Yes
99587	Anchorage Municipality	AK	Alaska	NONE	Yes
99588	Valdez-Cordova	AK	Alaska	NONE	Yes
99589	Bethel Census Area	AK	Alaska	NONE	Yes
99590	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99591	Aleutians West Census Area	AK	Alaska	NONE	Yes
99599	Anchorage Municipality	AK	Alaska	NONE	Yes
99602	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99603	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99604	Kusilvak Census Area	AK	Alaska	NONE	Yes
99605	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99606	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99607	Bethel Census Area	AK	Alaska	NONE	Yes
99608	Kodiak Island Borough	AK	Alaska	NONE	Yes
99609	Bethel Census Area	AK	Alaska	NONE	Yes
99610	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99611	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99612	Aleutians East Borough	AK	Alaska	NONE	Yes
99613	Bristol Bay	AK	Alaska	NONE	Yes
99614	Bethel Census Area	AK	Alaska	NONE	Yes
99615	Kodiak Island Borough	AK	Alaska	NONE	Yes
99620	Kusilvak Census Area	AK	Alaska	NONE	Yes
99621	Bethel Census Area	AK	Alaska	NONE	Yes
99622	Bethel Census Area	AK	Alaska	NONE	Yes
99623	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99624	Kodiak Island Borough	AK	Alaska	NONE	Yes
99625	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99626	Bethel Census Area	AK	Alaska	NONE	Yes
99627	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99628	Dillingham Census Area	AK	Alaska	NONE	Yes
99630	Bethel Census Area	AK	Alaska	NONE	Yes
99631	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99632	Kusilvak Census Area	AK	Alaska	NONE	Yes
99633	Bristol Bay	AK	Alaska	NONE	Yes
99634	Bethel Census Area	AK	Alaska	NONE	Yes
99635	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99636	Dillingham Census Area	AK	Alaska	NONE	Yes
99637	Bethel Census Area	AK	Alaska	NONE	Yes
99638	Aleutians West Census Area	AK	Alaska	NONE	Yes
99639	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99640	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99641	Bethel Census Area	AK	Alaska	NONE	Yes
99643	Kodiak Island Borough	AK	Alaska	NONE	Yes
99644	Kodiak Island Borough	AK	Alaska	NONE	Yes
99645	Matanuska-Susitna	AK	Alaska	NONE	Yes
99647	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99648	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99649	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99650	Kusilvak Census Area	AK	Alaska	NONE	Yes
99651	Bethel Census Area	AK	Alaska	NONE	Yes
99652	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99653	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99654	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99655	Bethel Census Area	AK	Alaska	NONE	Yes
99656	Bethel Census Area	AK	Alaska	NONE	Yes
99657	Kusilvak Census Area	AK	Alaska	NONE	Yes
99658	Kusilvak Census Area	AK	Alaska	NONE	Yes
99659	Nome Census Area	AK	Alaska	NONE	Yes
99660	Aleutians West Census Area	AK	Alaska	NONE	Yes
99661	Aleutians East Borough	AK	Alaska	NONE	Yes
99662	Kusilvak Census Area	AK	Alaska	NONE	Yes
99663	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99664	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99665	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99666	Kusilvak Census Area	AK	Alaska	NONE	Yes
99667	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99668	Bethel Census Area	AK	Alaska	NONE	Yes
99669	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99670	Bristol Bay	AK	Alaska	NONE	Yes
99671	Nome Census Area	AK	Alaska	NONE	Yes
99672	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99674	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99675	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99676	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99677	Chugach Census Area	AK	Alaska	NONE	Yes
99678	Dillingham	AK	Alaska	NONE	Yes
99679	Bethel Census Area	AK	Alaska	NONE	Yes
99680	Bethel Census Area	AK	Alaska	NONE	Yes
99681	Bethel Census Area	AK	Alaska	NONE	Yes
99682	Kenai Peninsula Borough	AK	Alaska	NONE	Yes
99683	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99684	Nome Census Area	AK	Alaska	NONE	Yes
99685	Aleutians West Census Area	AK	Alaska	NONE	Yes
99686	Valdez-Cordova	AK	Alaska	NONE	Yes
99687	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99688	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99689	Yakutat City and Borough	AK	Alaska	NONE	Yes
99690	Bethel Census Area	AK	Alaska	NONE	Yes
99691	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99692	Aleutians West Census Area	AK	Alaska	NONE	Yes
99693	Valdez-Cordova	AK	Alaska	NONE	Yes
99694	Matanuska-Susitna Borough	AK	Alaska	NONE	Yes
99695	Lake and Peninsula Borough	AK	Alaska	NONE	Yes
99701	Fairbanks North Star	AK	Alaska	NONE	Yes
99702	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99703	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99704	Denali Borough	AK	Alaska	NONE	Yes
99705	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99706	Southeast Fairbanks Census Area	AK	Alaska	NONE	Yes
99707	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99708	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99709	Fairbanks North Star	AK	Alaska	NONE	Yes
99710	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99712	Fairbanks North Star	AK	Alaska	NONE	Yes
99714	Fairbanks North Star	AK	Alaska	NONE	Yes
99720	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99721	North Slope Borough	AK	Alaska	NONE	Yes
99722	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99723	North Slope Borough	AK	Alaska	NONE	Yes
99724	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99725	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99726	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99727	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99729	Denali	AK	Alaska	NONE	Yes
99730	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99732	Southeast Fairbanks Census Area	AK	Alaska	NONE	Yes
99733	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99734	North Slope Borough	AK	Alaska	NONE	Yes
99736	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99737	Southeast Fairbanks	AK	Alaska	NONE	Yes
99738	Southeast Fairbanks	AK	Alaska	NONE	Yes
99739	Nome Census Area	AK	Alaska	NONE	Yes
99740	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99741	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99742	Nome Census Area	AK	Alaska	NONE	Yes
99743	Denali	AK	Alaska	NONE	Yes
99744	Denali	AK	Alaska	NONE	Yes
99745	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99746	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99747	North Slope Borough	AK	Alaska	NONE	Yes
99748	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99749	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99750	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99751	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99752	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99753	Nome Census Area	AK	Alaska	NONE	Yes
99754	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99755	Denali Borough	AK	Alaska	NONE	Yes
99756	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99757	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99758	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99759	North Slope Borough	AK	Alaska	NONE	Yes
99760	Yukon-Koyukuk	AK	Alaska	NONE	Yes
99761	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99762	Nome Census Area	AK	Alaska	NONE	Yes
99763	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99764	Southeast Fairbanks Census Area	AK	Alaska	NONE	Yes
99765	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99766	North Slope	AK	Alaska	NONE	Yes
99767	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99768	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99769	Nome Census Area	AK	Alaska	NONE	Yes
99770	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99771	Nome Census Area	AK	Alaska	NONE	Yes
99772	Nome Census Area	AK	Alaska	NONE	Yes
99773	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99774	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99775	Fairbanks North Star Borough	AK	Alaska	NONE	Yes
99776	Southeast Fairbanks Census Area	AK	Alaska	NONE	Yes
99777	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99778	Nome Census Area	AK	Alaska	NONE	Yes
99780	Yukon-Koyukuk	AK	Alaska	NONE	Yes
99781	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99782	North Slope Borough	AK	Alaska	NONE	Yes
99783	Nome Census Area	AK	Alaska	NONE	Yes
99784	Nome Census Area	AK	Alaska	NONE	Yes
99785	Nome Census Area	AK	Alaska	NONE	Yes
99786	Northwest Arctic Borough	AK	Alaska	NONE	Yes
99788	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99789	North Slope Borough	AK	Alaska	NONE	Yes
99790	Yukon-Koyukuk Census Area	AK	Alaska	NONE	Yes
99791	North Slope Borough	AK	Alaska	NONE	Yes
99801	Juneau	AK	Alaska	NONE	Yes
99820	Hoonah-Angoon	AK	Alaska	NONE	Yes
99824	Juneau City and Borough	AK	Alaska	NONE	Yes
99825	Hoonah-Angoon Census Area	AK	Alaska	NONE	Yes
99826	Hoonah-Angoon Census Area	AK	Alaska	NONE	Yes
99827	Haines Borough	AK	Alaska	NONE	Yes
99829	Hoonah-Angoon Census Area	AK	Alaska	NONE	Yes
99830	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99832	Hoonah-Angoon Census Area	AK	Alaska	NONE	Yes
99833	Petersburg	AK	Alaska	NONE	Yes
99835	Sitka City and Borough	AK	Alaska	NONE	Yes
99836	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99840	Skagway Municipality	AK	Alaska	NONE	Yes
99841	Hoonah-Angoon Census Area	AK	Alaska	NONE	Yes
99850	Juneau City and Borough	AK	Alaska	NONE	Yes
99901	Prince of Wales-Hyder	AK	Alaska	NONE	Yes
99903	Wrangell City and Borough	AK	Alaska	NONE	Yes
99918	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99919	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99921	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99922	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99923	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99925	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99926	Prince of Wales-Hyder	AK	Alaska	NONE	Yes
99927	Prince of Wales-Hyder Census Area	AK	Alaska	NONE	Yes
99928	Ketchikan Gateway Borough	AK	Alaska	NONE	Yes
99929	Wrangell City and Borough	AK	Alaska	NONE	Yes
35004	St. Clair County	AL	Alabama	NONE	Yes
35005	Jefferson County	AL	Alabama	NONE	Yes
35006	Jefferson	AL	Alabama	NONE	Yes
35007	Shelby County	AL	Alabama	NONE	Yes
35010	Tallapoosa	AL	Alabama	NONE	Yes
35011	Tallapoosa County	AL	Alabama	NONE	Yes
35013	Blount County	AL	Alabama	NONE	Yes
35014	Talladega	AL	Alabama	NONE	Yes
35016	Marshall	AL	Alabama	NONE	Yes
35019	Cullman	AL	Alabama	NONE	Yes
35020	Jefferson County	AL	Alabama	NONE	Yes
35021	Jefferson County	AL	Alabama	NONE	Yes
35022	Jefferson	AL	Alabama	NONE	Yes
35023	Jefferson County	AL	Alabama	NONE	Yes
35031	Blount County	AL	Alabama	NONE	Yes
35032	Talladega County	AL	Alabama	NONE	Yes
35033	Jefferson	AL	Alabama	NONE	Yes
35034	Jefferson	AL	Alabama	NONE	Yes
35035	Bibb County	AL	Alabama	NONE	Yes
35036	Jefferson County	AL	Alabama	NONE	Yes
35038	Walker County	AL	Alabama	NONE	Yes
35040	Jefferson	AL	Alabama	NONE	Yes
35042	Jefferson	AL	Alabama	NONE	Yes
35043	Shelby County	AL	Alabama	NONE	Yes
35044	Talladega County	AL	Alabama	NONE	Yes
35045	Chilton County	AL	Alabama	NONE	Yes
35046	Jefferson	AL	Alabama	NONE	Yes
35048	Jefferson County	AL	Alabama	NONE	Yes
35049	Blount County	AL	Alabama	NONE	Yes
35051	Shelby County	AL	Alabama	NONE	Yes
35052	St. Clair County	AL	Alabama	NONE	Yes
35053	Jefferson	AL	Alabama	NONE	Yes
35054	St. Clair County	AL	Alabama	NONE	Yes
35055	Cullman County	AL	Alabama	NONE	Yes
35056	Cullman County	AL	Alabama	NONE	Yes
35057	Cullman County	AL	Alabama	NONE	Yes
35058	Cullman County	AL	Alabama	NONE	Yes
35060	Jefferson County	AL	Alabama	NONE	Yes
35061	Jefferson County	AL	Alabama	NONE	Yes
35062	Jefferson	AL	Alabama	NONE	Yes
35063	Jefferson	AL	Alabama	NONE	Yes
35064	Jefferson County	AL	Alabama	NONE	Yes
35068	Jefferson County	AL	Alabama	NONE	Yes
35070	Cullman County	AL	Alabama	NONE	Yes
35071	Jefferson County	AL	Alabama	NONE	Yes
35072	Jefferson	AL	Alabama	NONE	Yes
35073	Jefferson County	AL	Alabama	NONE	Yes
35074	Bibb County	AL	Alabama	NONE	Yes
35077	Cullman County	AL	Alabama	NONE	Yes
35078	Jefferson	AL	Alabama	NONE	Yes
35079	Jefferson	AL	Alabama	NONE	Yes
35080	Shelby County	AL	Alabama	NONE	Yes
35082	Clay County	AL	Alabama	NONE	Yes
35083	Cullman County	AL	Alabama	NONE	Yes
35085	Chilton County	AL	Alabama	NONE	Yes
35087	Jefferson	AL	Alabama	NONE	Yes
35089	Jefferson	AL	Alabama	NONE	Yes
35091	Jefferson County	AL	Alabama	NONE	Yes
35094	Jefferson	AL	Alabama	NONE	Yes
35096	Jefferson	AL	Alabama	NONE	Yes
35097	Blount County	AL	Alabama	NONE	Yes
35098	Jefferson	AL	Alabama	NONE	Yes
35111	Jefferson	AL	Alabama	NONE	Yes
35112	St. Clair County	AL	Alabama	NONE	Yes
35114	Shelby County	AL	Alabama	NONE	Yes
35115	Jefferson	AL	Alabama	NONE	Yes
35116	Jefferson County	AL	Alabama	NONE	Yes
35117	Jefferson County	AL	Alabama	NONE	Yes
35118	Jefferson County	AL	Alabama	NONE	Yes
35119	Jefferson County	AL	Alabama	NONE	Yes
35120	St. Clair County	AL	Alabama	NONE	Yes
35121	Jefferson	AL	Alabama	NONE	Yes
35124	Shelby County	AL	Alabama	NONE	Yes
35125	St. Clair County	AL	Alabama	NONE	Yes
35126	Jefferson	AL	Alabama	NONE	Yes
35127	Jefferson County	AL	Alabama	NONE	Yes
35128	Jefferson	AL	Alabama	NONE	Yes
35130	Jefferson	AL	Alabama	NONE	Yes
35131	Jefferson	AL	Alabama	NONE	Yes
35133	Jefferson	AL	Alabama	NONE	Yes
35135	Jefferson	AL	Alabama	NONE	Yes
35136	Coosa County	AL	Alabama	NONE	Yes
35143	Jefferson	AL	Alabama	NONE	Yes
35146	Jefferson	AL	Alabama	NONE	Yes
35147	Shelby County	AL	Alabama	NONE	Yes
35148	Jefferson	AL	Alabama	NONE	Yes
35149	Talladega County	AL	Alabama	NONE	Yes
35150	Jefferson	AL	Alabama	NONE	Yes
35151	Jefferson	AL	Alabama	NONE	Yes
35160	Jefferson	AL	Alabama	NONE	Yes
35171	Chilton County	AL	Alabama	NONE	Yes
35172	Jefferson	AL	Alabama	NONE	Yes
35173	Jefferson	AL	Alabama	NONE	Yes
35175	Jefferson	AL	Alabama	NONE	Yes
35176	Shelby County	AL	Alabama	NONE	Yes
35178	Jefferson	AL	Alabama	NONE	Yes
35179	Jefferson	AL	Alabama	NONE	Yes
35180	Jefferson	AL	Alabama	NONE	Yes
35181	Jefferson County	AL	Alabama	NONE	Yes
35183	Coosa County	AL	Alabama	NONE	Yes
35184	Bibb County	AL	Alabama	NONE	Yes
35185	Shelby County	AL	Alabama	NONE	Yes
35186	Jefferson	AL	Alabama	NONE	Yes
35188	Jefferson	AL	Alabama	NONE	Yes
35201	Jefferson County	AL	Alabama	NONE	Yes
35202	Jefferson County	AL	Alabama	NONE	Yes
35203	Jefferson County	AL	Alabama	NONE	Yes
35204	Jefferson County	AL	Alabama	NONE	Yes
35205	Jefferson County	AL	Alabama	NONE	Yes
35206	Jefferson County	AL	Alabama	NONE	Yes
35207	Jefferson County	AL	Alabama	NONE	Yes
35208	Jefferson County	AL	Alabama	NONE	Yes
35209	Jefferson County	AL	Alabama	NONE	Yes
35210	Jefferson County	AL	Alabama	NONE	Yes
35211	Jefferson County	AL	Alabama	NONE	Yes
35212	Jefferson County	AL	Alabama	NONE	Yes
35213	Jefferson County	AL	Alabama	NONE	Yes
35214	Jefferson County	AL	Alabama	NONE	Yes
35215	Jefferson County	AL	Alabama	NONE	Yes
35216	Jefferson	AL	Alabama	NONE	Yes
35217	Jefferson County	AL	Alabama	NONE	Yes
35218	Jefferson County	AL	Alabama	NONE	Yes
35219	Jefferson County	AL	Alabama	NONE	Yes
35220	Jefferson County	AL	Alabama	NONE	Yes
35221	Jefferson County	AL	Alabama	NONE	Yes
35222	Jefferson County	AL	Alabama	NONE	Yes
35223	Jefferson County	AL	Alabama	NONE	Yes
35224	Jefferson County	AL	Alabama	NONE	Yes
35226	Jefferson County	AL	Alabama	NONE	Yes
35228	Jefferson County	AL	Alabama	NONE	Yes
35229	Jefferson County	AL	Alabama	NONE	Yes
35231	Jefferson County	AL	Alabama	NONE	Yes
35232	Jefferson County	AL	Alabama	NONE	Yes
35233	Jefferson County	AL	Alabama	NONE	Yes
35234	Jefferson County	AL	Alabama	NONE	Yes
35235	Jefferson County	AL	Alabama	NONE	Yes
35236	Jefferson County	AL	Alabama	NONE	Yes
35238	Shelby County	AL	Alabama	NONE	Yes
35242	Jefferson	AL	Alabama	NONE	Yes
35243	Jefferson	AL	Alabama	NONE	Yes
35244	Jefferson	AL	Alabama	NONE	Yes
35249	Jefferson County	AL	Alabama	NONE	Yes
35253	Jefferson County	AL	Alabama	NONE	Yes
35254	Jefferson County	AL	Alabama	NONE	Yes
35255	Jefferson County	AL	Alabama	NONE	Yes
35259	Jefferson County	AL	Alabama	NONE	Yes
35260	Jefferson County	AL	Alabama	NONE	Yes
35261	Jefferson County	AL	Alabama	NONE	Yes
35266	Jefferson County	AL	Alabama	NONE	Yes
35285	Jefferson County	AL	Alabama	NONE	Yes
35293	Jefferson County	AL	Alabama	NONE	Yes
35294	Jefferson County	AL	Alabama	NONE	Yes
35295	Jefferson County	AL	Alabama	NONE	Yes
35401	Tuscaloosa County	AL	Alabama	NONE	Yes
35402	Tuscaloosa County	AL	Alabama	NONE	Yes
35403	Tuscaloosa County	AL	Alabama	NONE	Yes
35404	Tuscaloosa County	AL	Alabama	NONE	Yes
35405	Tuscaloosa County	AL	Alabama	NONE	Yes
35406	Tuscaloosa County	AL	Alabama	NONE	Yes
35407	Tuscaloosa County	AL	Alabama	NONE	Yes
35441	Hale	AL	Alabama	NONE	Yes
35442	Pickens	AL	Alabama	NONE	Yes
35443	Greene	AL	Alabama	NONE	Yes
35444	Tuscaloosa	AL	Alabama	NONE	Yes
35446	Tuscaloosa County	AL	Alabama	NONE	Yes
35447	Pickens County	AL	Alabama	NONE	Yes
35449	Tuscaloosa County	AL	Alabama	NONE	Yes
35452	Tuscaloosa County	AL	Alabama	NONE	Yes
35453	Tuscaloosa County	AL	Alabama	NONE	Yes
35456	Tuscaloosa	AL	Alabama	NONE	Yes
35457	Tuscaloosa County	AL	Alabama	NONE	Yes
35458	Tuscaloosa County	AL	Alabama	NONE	Yes
35459	Sumter County	AL	Alabama	NONE	Yes
35460	Sumter County	AL	Alabama	NONE	Yes
35461	Tuscaloosa	AL	Alabama	NONE	Yes
35462	Greene County	AL	Alabama	NONE	Yes
35463	Tuscaloosa	AL	Alabama	NONE	Yes
35464	Tuscaloosa	AL	Alabama	NONE	Yes
35466	Tuscaloosa	AL	Alabama	NONE	Yes
35469	Tuscaloosa	AL	Alabama	NONE	Yes
35470	Tuscaloosa	AL	Alabama	NONE	Yes
35473	Tuscaloosa County	AL	Alabama	NONE	Yes
35474	Tuscaloosa	AL	Alabama	NONE	Yes
35475	Tuscaloosa County	AL	Alabama	NONE	Yes
35476	Tuscaloosa County	AL	Alabama	NONE	Yes
35477	Sumter County	AL	Alabama	NONE	Yes
35480	Tuscaloosa	AL	Alabama	NONE	Yes
35481	Pickens County	AL	Alabama	NONE	Yes
35486	Tuscaloosa County	AL	Alabama	NONE	Yes
35487	Tuscaloosa County	AL	Alabama	NONE	Yes
35490	Tuscaloosa	AL	Alabama	NONE	Yes
35491	Greene County	AL	Alabama	NONE	Yes
35501	Walker County	AL	Alabama	NONE	Yes
35502	Walker County	AL	Alabama	NONE	Yes
35503	Walker	AL	Alabama	NONE	Yes
35504	Walker County	AL	Alabama	NONE	Yes
35540	Walker	AL	Alabama	NONE	Yes
35541	Winston County	AL	Alabama	NONE	Yes
35542	Fayette County	AL	Alabama	NONE	Yes
35543	Marion County	AL	Alabama	NONE	Yes
35544	Walker	AL	Alabama	NONE	Yes
35545	Fayette County	AL	Alabama	NONE	Yes
35546	Walker	AL	Alabama	NONE	Yes
35548	Marion County	AL	Alabama	NONE	Yes
35549	Walker	AL	Alabama	NONE	Yes
35550	Walker County	AL	Alabama	NONE	Yes
35552	Walker	AL	Alabama	NONE	Yes
35553	Winston County	AL	Alabama	NONE	Yes
35554	Walker	AL	Alabama	NONE	Yes
35555	Walker	AL	Alabama	NONE	Yes
35559	Fayette County	AL	Alabama	NONE	Yes
35563	Walker	AL	Alabama	NONE	Yes
35564	Marion County	AL	Alabama	NONE	Yes
35565	Walker	AL	Alabama	NONE	Yes
35570	Marion County	AL	Alabama	NONE	Yes
35571	Walker	AL	Alabama	NONE	Yes
35572	Walker	AL	Alabama	NONE	Yes
35573	Walker County	AL	Alabama	NONE	Yes
35574	Walker	AL	Alabama	NONE	Yes
35575	Walker	AL	Alabama	NONE	Yes
35576	Walker	AL	Alabama	NONE	Yes
35577	Winston County	AL	Alabama	NONE	Yes
35578	Walker	AL	Alabama	NONE	Yes
35579	Walker	AL	Alabama	NONE	Yes
35580	Walker County	AL	Alabama	NONE	Yes
35581	Walker	AL	Alabama	NONE	Yes
35582	Walker	AL	Alabama	NONE	Yes
35584	Walker County	AL	Alabama	NONE	Yes
35585	Franklin County	AL	Alabama	NONE	Yes
35586	Lamar County	AL	Alabama	NONE	Yes
35587	Walker County	AL	Alabama	NONE	Yes
35592	Lamar County	AL	Alabama	NONE	Yes
35593	Walker	AL	Alabama	NONE	Yes
35594	Walker	AL	Alabama	NONE	Yes
35601	Morgan	AL	Alabama	NONE	Yes
35602	Morgan County	AL	Alabama	NONE	Yes
35603	Morgan County	AL	Alabama	NONE	Yes
