ZIP Code	County Name	State Code	State Name	FMR Source	Has SAFMR Data But Uses FMR
92191	San Diego County	CA	California	NONE	Yes
92192	San Diego County	CA	California	NONE	Yes
92193	San Diego County	CA	California	NONE	Yes
92195	San Diego County	CA	California	NONE	Yes
92196	San Diego County	CA	California	NONE	Yes
92198	San Diego County	CA	California	NONE	Yes
92201	Riverside County	CA	California	NONE	Yes
92202	Riverside County	CA	California	NONE	Yes
92203	Riverside County	CA	California	NONE	Yes
92210	Riverside County	CA	California	NONE	Yes
92211	Riverside County	CA	California	NONE	Yes
92220	Riverside	CA	California	NONE	Yes
92222	Imperial County	CA	California	NONE	Yes
92223	Riverside County	CA	California	NONE	Yes
92225	Riverside	CA	California	NONE	Yes
92226	Riverside County	CA	California	NONE	Yes
92227	Imperial County	CA	California	NONE	Yes
92230	Riverside County	CA	California	NONE	Yes
92231	Imperial County	CA	California	NONE	Yes
92232	Imperial County	CA	California	NONE	Yes
92233	Imperial County	CA	California	NONE	Yes
92234	Riverside County	CA	California	NONE	Yes
92235	Riverside County	CA	California	NONE	Yes
92236	Riverside County	CA	California	NONE	Yes
92239	Riverside County	CA	California	NONE	Yes
92240	Riverside County	CA	California	NONE	Yes
92241	Riverside County	CA	California	NONE	Yes
92242	San Bernardino County	CA	California	NONE	Yes
92243	Imperial County	CA	California	NONE	Yes
92244	Imperial County	CA	California	NONE	Yes
92247	Riverside County	CA	California	NONE	Yes
92248	Riverside County	CA	California	NONE	Yes
92249	Imperial County	CA	California	NONE	Yes
92250	Imperial County	CA	California	NONE	Yes
92251	Imperial County	CA	California	NONE	Yes
92252	San Bernardino County	CA	California	NONE	Yes
92253	Riverside County	CA	California	NONE	Yes
92254	Riverside County	CA	California	NONE	Yes
92255	Riverside County	CA	California	NONE	Yes
92256	San Bernardino County	CA	California	NONE	Yes
92257	Imperial	CA	California	NONE	Yes
92258	Riverside County	CA	California	NONE	Yes
92259	Imperial County	CA	California	NONE	Yes
92260	Riverside County	CA	California	NONE	Yes
92261	Riverside County	CA	California	NONE	Yes
92262	Riverside County	CA	California	NONE	Yes
92263	Riverside County	CA	California	NONE	Yes
92264	Riverside County	CA	California	NONE	Yes
92266	Imperial County	CA	California	NONE	Yes
92267	San Bernardino County	CA	California	NONE	Yes
92268	San Bernardino County	CA	California	NONE	Yes
92270	Riverside County	CA	California	NONE	Yes
92273	Imperial County	CA	California	NONE	Yes
92274	Imperial	CA	California	NONE	Yes
92275	Imperial County	CA	California	NONE	Yes
92276	Riverside County	CA	California	NONE	Yes
92277	San Bernardino	CA	California	NONE	Yes
92278	San Bernardino County	CA	California	NONE	Yes
92280	San Bernardino County	CA	California	NONE	Yes
92281	Imperial County	CA	California	NONE	Yes
92282	Riverside County	CA	California	NONE	Yes
92283	Imperial County	CA	California	NONE	Yes
92284	San Bernardino County	CA	California	NONE	Yes
92285	San Bernardino County	CA	California	NONE	Yes
92286	San Bernardino County	CA	California	NONE	Yes
92301	San Bernardino	CA	California	NONE	Yes
92304	San Bernardino County	CA	California	NONE	Yes
92305	San Bernardino County	CA	California	NONE	Yes
92307	San Bernardino County	CA	California	NONE	Yes
92308	San Bernardino County	CA	California	NONE	Yes
92309	San Bernardino County	CA	California	NONE	Yes
92310	San Bernardino County	CA	California	NONE	Yes
92311	San Bernardino County	CA	California	NONE	Yes
92312	San Bernardino County	CA	California	NONE	Yes
92313	San Bernardino County	CA	California	NONE	Yes
92314	San Bernardino County	CA	California	NONE	Yes
92315	San Bernardino County	CA	California	NONE	Yes
92316	San Bernardino County	CA	California	NONE	Yes
92317	San Bernardino County	CA	California	NONE	Yes
92318	San Bernardino County	CA	California	NONE	Yes
92320	San Bernardino	CA	California	NONE	Yes
92321	San Bernardino County	CA	California	NONE	Yes
92322	San Bernardino County	CA	California	NONE	Yes
92323	San Bernardino County	CA	California	NONE	Yes
92324	San Bernardino	CA	California	NONE	Yes
92325	San Bernardino County	CA	California	NONE	Yes
92327	San Bernardino County	CA	California	NONE	Yes
92328	Inyo County	CA	California	NONE	Yes
92329	San Bernardino County	CA	California	NONE	Yes
92331	San Bernardino County	CA	California	NONE	Yes
92332	San Bernardino County	CA	California	NONE	Yes
92333	San Bernardino County	CA	California	NONE	Yes
92334	San Bernardino County	CA	California	NONE	Yes
92335	San Bernardino County	CA	California	NONE	Yes
92336	San Bernardino County	CA	California	NONE	Yes
92337	San Bernardino	CA	California	NONE	Yes
92338	San Bernardino County	CA	California	NONE	Yes
92339	San Bernardino County	CA	California	NONE	Yes
92340	San Bernardino County	CA	California	NONE	Yes
92341	San Bernardino County	CA	California	NONE	Yes
92342	San Bernardino County	CA	California	NONE	Yes
92344	San Bernardino County	CA	California	NONE	Yes
92345	San Bernardino County	CA	California	NONE	Yes
92346	San Bernardino County	CA	California	NONE	Yes
92347	San Bernardino County	CA	California	NONE	Yes
92350	San Bernardino County	CA	California	NONE	Yes
92352	San Bernardino County	CA	California	NONE	Yes
92354	San Bernardino County	CA	California	NONE	Yes
92356	San Bernardino County	CA	California	NONE	Yes
92357	San Bernardino County	CA	California	NONE	Yes
92358	San Bernardino	CA	California	NONE	Yes
92359	San Bernardino County	CA	California	NONE	Yes
92363	San Bernardino County	CA	California	NONE	Yes
92364	San Bernardino County	CA	California	NONE	Yes
92365	San Bernardino County	CA	California	NONE	Yes
92366	San Bernardino County	CA	California	NONE	Yes
92368	San Bernardino County	CA	California	NONE	Yes
92369	San Bernardino County	CA	California	NONE	Yes
92371	San Bernardino County	CA	California	NONE	Yes
92372	San Bernardino County	CA	California	NONE	Yes
92373	San Bernardino	CA	California	NONE	Yes
92374	San Bernardino County	CA	California	NONE	Yes
92375	San Bernardino County	CA	California	NONE	Yes
92376	San Bernardino County	CA	California	NONE	Yes
92377	San Bernardino County	CA	California	NONE	Yes
92378	San Bernardino County	CA	California	NONE	Yes
92382	San Bernardino County	CA	California	NONE	Yes
92384	Inyo County	CA	California	NONE	Yes
92385	San Bernardino County	CA	California	NONE	Yes
92386	San Bernardino County	CA	California	NONE	Yes
92389	Inyo County	CA	California	NONE	Yes
92391	San Bernardino County	CA	California	NONE	Yes
92392	San Bernardino County	CA	California	NONE	Yes
92393	San Bernardino County	CA	California	NONE	Yes
92394	San Bernardino County	CA	California	NONE	Yes
92395	San Bernardino County	CA	California	NONE	Yes
92397	San Bernardino	CA	California	NONE	Yes
92398	San Bernardino County	CA	California	NONE	Yes
92399	San Bernardino	CA	California	NONE	Yes
92401	San Bernardino County	CA	California	NONE	Yes
92402	San Bernardino County	CA	California	NONE	Yes
92403	San Bernardino County	CA	California	NONE	Yes
92404	San Bernardino County	CA	California	NONE	Yes
92405	San Bernardino County	CA	California	NONE	Yes
92406	San Bernardino County	CA	California	NONE	Yes
92407	San Bernardino County	CA	California	NONE	Yes
92408	San Bernardino County	CA	California	NONE	Yes
92410	San Bernardino County	CA	California	NONE	Yes
92411	San Bernardino County	CA	California	NONE	Yes
92413	San Bernardino County	CA	California	NONE	Yes
92415	San Bernardino County	CA	California	NONE	Yes
92423	San Bernardino County	CA	California	NONE	Yes
92427	San Bernardino County	CA	California	NONE	Yes
92501	Riverside	CA	California	NONE	Yes
92502	Riverside County	CA	California	NONE	Yes
92503	Riverside County	CA	California	NONE	Yes
92504	Riverside County	CA	California	NONE	Yes
92505	Riverside County	CA	California	NONE	Yes
92506	Riverside County	CA	California	NONE	Yes
92507	Riverside County	CA	California	NONE	Yes
92508	Riverside County	CA	California	NONE	Yes
92509	Riverside	CA	California	NONE	Yes
92513	Riverside County	CA	California	NONE	Yes
92514	Riverside County	CA	California	NONE	Yes
92516	Riverside County	CA	California	NONE	Yes
92517	Riverside County	CA	California	NONE	Yes
92518	Riverside County	CA	California	NONE	Yes
92519	Riverside County	CA	California	NONE	Yes
92521	Riverside County	CA	California	NONE	Yes
92530	Riverside	CA	California	NONE	Yes
92531	Riverside County	CA	California	NONE	Yes
92532	Riverside County	CA	California	NONE	Yes
92536	Riverside	CA	California	NONE	Yes
92539	Riverside County	CA	California	NONE	Yes
92543	Riverside County	CA	California	NONE	Yes
92544	Riverside County	CA	California	NONE	Yes
92545	Riverside County	CA	California	NONE	Yes
92546	Riverside County	CA	California	NONE	Yes
92548	Riverside County	CA	California	NONE	Yes
92549	Riverside County	CA	California	NONE	Yes
92551	Riverside County	CA	California	NONE	Yes
92552	Riverside County	CA	California	NONE	Yes
92553	Riverside County	CA	California	NONE	Yes
92555	Riverside County	CA	California	NONE	Yes
92556	Riverside County	CA	California	NONE	Yes
92557	Riverside County	CA	California	NONE	Yes
92561	Riverside County	CA	California	NONE	Yes
92562	Riverside	CA	California	NONE	Yes
92563	Riverside County	CA	California	NONE	Yes
92564	Riverside County	CA	California	NONE	Yes
92567	Riverside County	CA	California	NONE	Yes
92570	Riverside County	CA	California	NONE	Yes
92571	Riverside County	CA	California	NONE	Yes
92572	Riverside County	CA	California	NONE	Yes
92581	Riverside County	CA	California	NONE	Yes
92582	Riverside County	CA	California	NONE	Yes
92583	Riverside County	CA	California	NONE	Yes
92584	Riverside County	CA	California	NONE	Yes
92585	Riverside County	CA	California	NONE	Yes
92586	Riverside County	CA	California	NONE	Yes
92587	Riverside County	CA	California	NONE	Yes
92589	Riverside County	CA	California	NONE	Yes
92590	Riverside County	CA	California	NONE	Yes
92591	Riverside County	CA	California	NONE	Yes
92592	Riverside	CA	California	NONE	Yes
92593	Riverside County	CA	California	NONE	Yes
92595	Riverside County	CA	California	NONE	Yes
92596	Riverside County	CA	California	NONE	Yes
92599	Riverside County	CA	California	NONE	Yes
92602	Orange County	CA	California	NONE	Yes
92603	Orange County	CA	California	NONE	Yes
92604	Orange County	CA	California	NONE	Yes
92605	Orange County	CA	California	NONE	Yes
92606	Orange County	CA	California	NONE	Yes
92607	Orange County	CA	California	NONE	Yes
92609	Orange County	CA	California	NONE	Yes
92610	Orange County	CA	California	NONE	Yes
92612	Orange County	CA	California	NONE	Yes
92614	Orange County	CA	California	NONE	Yes
92615	Orange County	CA	California	NONE	Yes
92616	Orange County	CA	California	NONE	Yes
92617	Orange County	CA	California	NONE	Yes
92618	Orange County	CA	California	NONE	Yes
92619	Orange County	CA	California	NONE	Yes
92620	Orange County	CA	California	NONE	Yes
92623	Orange County	CA	California	NONE	Yes
92624	Orange County	CA	California	NONE	Yes
92625	Orange County	CA	California	NONE	Yes
92626	Orange County	CA	California	NONE	Yes
92627	Orange County	CA	California	NONE	Yes
92628	Orange County	CA	California	NONE	Yes
92629	Orange County	CA	California	NONE	Yes
92630	Orange County	CA	California	NONE	Yes
92637	Orange County	CA	California	NONE	Yes
92646	Orange County	CA	California	NONE	Yes
92647	Orange County	CA	California	NONE	Yes
92648	Orange County	CA	California	NONE	Yes
92649	Orange County	CA	California	NONE	Yes
92650	Orange County	CA	California	NONE	Yes
92651	Orange County	CA	California	NONE	Yes
92652	Orange County	CA	California	NONE	Yes
92653	Orange County	CA	California	NONE	Yes
92654	Orange County	CA	California	NONE	Yes
92655	Orange County	CA	California	NONE	Yes
92656	Orange County	CA	California	NONE	Yes
92657	Orange County	CA	California	NONE	Yes
92658	Orange County	CA	California	NONE	Yes
92659	Orange County	CA	California	NONE	Yes
92660	Orange County	CA	California	NONE	Yes
92661	Orange County	CA	California	NONE	Yes
92662	Orange County	CA	California	NONE	Yes
92663	Orange County	CA	California	NONE	Yes
92672	Orange	CA	California	NONE	Yes
92673	Orange	CA	California	NONE	Yes
92674	Orange County	CA	California	NONE	Yes
92675	Orange	CA	California	NONE	Yes
92676	Orange County	CA	California	NONE	Yes
92677	Orange County	CA	California	NONE	Yes
92678	Orange County	CA	California	NONE	Yes
92679	Orange County	CA	California	NONE	Yes
92683	Orange County	CA	California	NONE	Yes
92684	Orange County	CA	California	NONE	Yes
92685	Orange County	CA	California	NONE	Yes
92688	Orange County	CA	California	NONE	Yes
92690	Orange County	CA	California	NONE	Yes
92691	Orange County	CA	California	NONE	Yes
92692	Orange County	CA	California	NONE	Yes
92693	Orange County	CA	California	NONE	Yes
92694	Orange County	CA	California	NONE	Yes
92697	Orange County	CA	California	NONE	Yes
92701	Orange County	CA	California	NONE	Yes
92702	Orange County	CA	California	NONE	Yes
92703	Orange County	CA	California	NONE	Yes
92704	Orange County	CA	California	NONE	Yes
92705	Orange County	CA	California	NONE	Yes
92706	Orange County	CA	California	NONE	Yes
92707	Orange County	CA	California	NONE	Yes
92708	Orange County	CA	California	NONE	Yes
92711	Orange County	CA	California	NONE	Yes
92728	Orange County	CA	California	NONE	Yes
92735	Orange County	CA	California	NONE	Yes
92780	Orange County	CA	California	NONE	Yes
92781	Orange County	CA	California	NONE	Yes
92782	Orange County	CA	California	NONE	Yes
92799	Orange County	CA	California	NONE	Yes
92801	Orange County	CA	California	NONE	Yes
92802	Orange County	CA	California	NONE	Yes
92803	Orange County	CA	California	NONE	Yes
92804	Orange County	CA	California	NONE	Yes
92805	Orange County	CA	California	NONE	Yes
92806	Orange County	CA	California	NONE	Yes
92807	Orange County	CA	California	NONE	Yes
92808	Orange County	CA	California	NONE	Yes
92809	Orange County	CA	California	NONE	Yes
92811	Orange County	CA	California	NONE	Yes
92812	Orange County	CA	California	NONE	Yes
92814	Orange County	CA	California	NONE	Yes
92815	Orange County	CA	California	NONE	Yes
92816	Orange County	CA	California	NONE	Yes
92817	Orange County	CA	California	NONE	Yes
92821	Orange	CA	California	NONE	Yes
92822	Orange County	CA	California	NONE	Yes
92823	Orange County	CA	California	NONE	Yes
92825	Orange County	CA	California	NONE	Yes
92831	Orange County	CA	California	NONE	Yes
92832	Orange County	CA	California	NONE	Yes
92833	Orange County	CA	California	NONE	Yes
92834	Orange County	CA	California	NONE	Yes
92835	Orange County	CA	California	NONE	Yes
92836	Orange County	CA	California	NONE	Yes
92837	Orange County	CA	California	NONE	Yes
92838	Orange County	CA	California	NONE	Yes
92840	Orange County	CA	California	NONE	Yes
92841	Orange County	CA	California	NONE	Yes
92842	Orange County	CA	California	NONE	Yes
92843	Orange County	CA	California	NONE	Yes
92844	Orange County	CA	California	NONE	Yes
92845	Orange County	CA	California	NONE	Yes
92846	Orange County	CA	California	NONE	Yes
92856	Orange County	CA	California	NONE	Yes
92857	Orange County	CA	California	NONE	Yes
92859	Orange County	CA	California	NONE	Yes
92860	Riverside County	CA	California	NONE	Yes
92861	Orange County	CA	California	NONE	Yes
92862	Orange County	CA	California	NONE	Yes
92863	Orange County	CA	California	NONE	Yes
92864	Orange County	CA	California	NONE	Yes
92865	Orange County	CA	California	NONE	Yes
92866	Orange County	CA	California	NONE	Yes
92867	Orange County	CA	California	NONE	Yes
92868	Orange County	CA	California	NONE	Yes
92869	Orange County	CA	California	NONE	Yes
92870	Orange County	CA	California	NONE	Yes
92871	Orange County	CA	California	NONE	Yes
92877	Riverside County	CA	California	NONE	Yes
92878	Riverside	CA	California	NONE	Yes
92879	Riverside County	CA	California	NONE	Yes
92880	Riverside	CA	California	NONE	Yes
92881	Riverside	CA	California	NONE	Yes
92882	Riverside County	CA	California	NONE	Yes
92883	Riverside	CA	California	NONE	Yes
92885	Orange County	CA	California	NONE	Yes
92886	Orange County	CA	California	NONE	Yes
92887	Orange	CA	California	NONE	Yes
92899	Orange County	CA	California	NONE	Yes
93001	Ventura	CA	California	NONE	Yes
93002	Ventura County	CA	California	NONE	Yes
93003	Ventura County	CA	California	NONE	Yes
93004	Ventura County	CA	California	NONE	Yes
93005	Ventura County	CA	California	NONE	Yes
93006	Ventura County	CA	California	NONE	Yes
93007	Ventura County	CA	California	NONE	Yes
93009	Ventura County	CA	California	NONE	Yes
93010	Ventura County	CA	California	NONE	Yes
93011	Ventura County	CA	California	NONE	Yes
93012	Ventura County	CA	California	NONE	Yes
93013	Santa Barbara	CA	California	NONE	Yes
93014	Santa Barbara County	CA	California	NONE	Yes
93015	Ventura County	CA	California	NONE	Yes
93016	Ventura County	CA	California	NONE	Yes
93020	Ventura County	CA	California	NONE	Yes
93021	Ventura County	CA	California	NONE	Yes
93022	Ventura County	CA	California	NONE	Yes
93023	Ventura	CA	California	NONE	Yes
93024	Ventura County	CA	California	NONE	Yes
93030	Ventura County	CA	California	NONE	Yes
93031	Ventura County	CA	California	NONE	Yes
93032	Ventura County	CA	California	NONE	Yes
93033	Ventura County	CA	California	NONE	Yes
93034	Ventura County	CA	California	NONE	Yes
93035	Ventura County	CA	California	NONE	Yes
93036	Ventura County	CA	California	NONE	Yes
93040	Ventura County	CA	California	NONE	Yes
93041	Ventura County	CA	California	NONE	Yes
93042	Ventura County	CA	California	NONE	Yes
93043	Ventura County	CA	California	NONE	Yes
93044	Ventura County	CA	California	NONE	Yes
93060	Ventura County	CA	California	NONE	Yes
93061	Ventura County	CA	California	NONE	Yes
93062	Ventura County	CA	California	NONE	Yes
93063	Ventura County	CA	California	NONE	Yes
93064	Ventura County	CA	California	NONE	Yes
93065	Ventura County	CA	California	NONE	Yes
93066	Ventura County	CA	California	NONE	Yes
93067	Santa Barbara County	CA	California	NONE	Yes
93094	Ventura County	CA	California	NONE	Yes
93099	Ventura County	CA	California	NONE	Yes
93101	Santa Barbara County	CA	California	NONE	Yes
93102	Santa Barbara County	CA	California	NONE	Yes
93103	Santa Barbara County	CA	California	NONE	Yes
93105	Santa Barbara County	CA	California	NONE	Yes
93106	Santa Barbara County	CA	California	NONE	Yes
93108	Santa Barbara County	CA	California	NONE	Yes
93109	Santa Barbara County	CA	California	NONE	Yes
93110	Santa Barbara County	CA	California	NONE	Yes
93111	Santa Barbara County	CA	California	NONE	Yes
93116	Santa Barbara County	CA	California	NONE	Yes
93117	Santa Barbara County	CA	California	NONE	Yes
93118	Santa Barbara County	CA	California	NONE	Yes
93120	Santa Barbara County	CA	California	NONE	Yes
93121	Santa Barbara County	CA	California	NONE	Yes
93130	Santa Barbara County	CA	California	NONE	Yes
93140	Santa Barbara County	CA	California	NONE	Yes
93160	Santa Barbara County	CA	California	NONE	Yes
93190	Santa Barbara County	CA	California	NONE	Yes
93199	Santa Barbara County	CA	California	NONE	Yes
93201	Tulare	CA	California	NONE	Yes
93202	Kings County	CA	California	NONE	Yes
93203	Kern County	CA	California	NONE	Yes
93204	Kings County	CA	California	NONE	Yes
93205	Kern County	CA	California	NONE	Yes
93206	Kern County	CA	California	NONE	Yes
93207	Tulare County	CA	California	NONE	Yes
93208	Tulare County	CA	California	NONE	Yes
93210	Fresno	CA	California	NONE	Yes
93212	Kings	CA	California	NONE	Yes
93215	Kern	CA	California	NONE	Yes
93218	Tulare County	CA	California	NONE	Yes
93219	Tulare	CA	California	NONE	Yes
93220	Kern County	CA	California	NONE	Yes
93221	Tulare County	CA	California	NONE	Yes
93222	Kern County	CA	California	NONE	Yes
93223	Tulare County	CA	California	NONE	Yes
93224	Kern	CA	California	NONE	Yes
93225	Kern	CA	California	NONE	Yes
93226	Kern	CA	California	NONE	Yes
93227	Tulare County	CA	California	NONE	Yes
93230	Kings County	CA	California	NONE	Yes
93232	Kings County	CA	California	NONE	Yes
93234	Fresno County	CA	California	NONE	Yes
93235	Tulare County	CA	California	NONE	Yes
93237	Tulare County	CA	California	NONE	Yes
93238	Kern	CA	California	NONE	Yes
93239	Kings	CA	California	NONE	Yes
93240	Kern County	CA	California	NONE	Yes
93241	Kern County	CA	California	NONE	Yes
93242	Fresno	CA	California	NONE	Yes
93243	Kern	CA	California	NONE	Yes
93244	Tulare County	CA	California	NONE	Yes
93245	Kings County	CA	California	NONE	Yes
93246	Kings County	CA	California	NONE	Yes
93247	Tulare County	CA	California	NONE	Yes
93249	Kern	CA	California	NONE	Yes
93250	Kern County	CA	California	NONE	Yes
93251	Kern	CA	California	NONE	Yes
93252	Kern	CA	California	NONE	Yes
93254	Santa Barbara	CA	California	NONE	Yes
93255	Kern	CA	California	NONE	Yes
93256	Tulare County	CA	California	NONE	Yes
93257	Tulare County	CA	California	NONE	Yes
93258	Tulare County	CA	California	NONE	Yes
93260	Tulare	CA	California	NONE	Yes
93261	Tulare County	CA	California	NONE	Yes
93262	Tulare County	CA	California	NONE	Yes
93263	Kern County	CA	California	NONE	Yes
93265	Tulare County	CA	California	NONE	Yes
93266	Kings County	CA	California	NONE	Yes
93267	Tulare County	CA	California	NONE	Yes
93268	Kern County	CA	California	NONE	Yes
93270	Tulare County	CA	California	NONE	Yes
93271	Tulare County	CA	California	NONE	Yes
93272	Tulare County	CA	California	NONE	Yes
93274	Tulare County	CA	California	NONE	Yes
93275	Tulare County	CA	California	NONE	Yes
93276	Kern County	CA	California	NONE	Yes
93277	Tulare County	CA	California	NONE	Yes
93278	Tulare County	CA	California	NONE	Yes
93279	Tulare County	CA	California	NONE	Yes
93280	Kern County	CA	California	NONE	Yes
93283	Kern	CA	California	NONE	Yes
93285	Kern County	CA	California	NONE	Yes
93286	Tulare County	CA	California	NONE	Yes
93287	Kern County	CA	California	NONE	Yes
93290	Tulare County	CA	California	NONE	Yes
93291	Tulare County	CA	California	NONE	Yes
93292	Tulare County	CA	California	NONE	Yes
93301	Kern County	CA	California	NONE	Yes
93302	Kern County	CA	California	NONE	Yes
93303	Kern County	CA	California	NONE	Yes
93304	Kern County	CA	California	NONE	Yes
93305	Kern County	CA	California	NONE	Yes
93306	Kern County	CA	California	NONE	Yes
93307	Kern County	CA	California	NONE	Yes
93308	Kern County	CA	California	NONE	Yes
93309	Kern County	CA	California	NONE	Yes
93311	Kern County	CA	California	NONE	Yes
93312	Kern County	CA	California	NONE	Yes
93313	Kern County	CA	California	NONE	Yes
93314	Kern County	CA	California	NONE	Yes
93380	Kern County	CA	California	NONE	Yes
93384	Kern County	CA	California	NONE	Yes
93385	Kern County	CA	California	NONE	Yes
93386	Kern County	CA	California	NONE	Yes
93387	Kern County	CA	California	NONE	Yes
93388	Kern County	CA	California	NONE	Yes
93389	Kern County	CA	California	NONE	Yes
93390	Kern County	CA	California	NONE	Yes
93401	San Luis Obispo County	CA	California	NONE	Yes
93402	San Luis Obispo County	CA	California	NONE	Yes
93403	San Luis Obispo County	CA	California	NONE	Yes
93405	San Luis Obispo County	CA	California	NONE	Yes
93406	San Luis Obispo County	CA	California	NONE	Yes
93407	San Luis Obispo County	CA	California	NONE	Yes
93408	San Luis Obispo County	CA	California	NONE	Yes
93409	San Luis Obispo County	CA	California	NONE	Yes
93410	San Luis Obispo County	CA	California	NONE	Yes
93412	San Luis Obispo County	CA	California	NONE	Yes
93420	San Luis Obispo County	CA	California	NONE	Yes
93421	San Luis Obispo County	CA	California	NONE	Yes
93422	San Luis Obispo County	CA	California	NONE	Yes
93423	San Luis Obispo County	CA	California	NONE	Yes
93424	San Luis Obispo County	CA	California	NONE	Yes
93426	San Luis Obispo	CA	California	NONE	Yes
93427	Santa Barbara County	CA	California	NONE	Yes
93428	San Luis Obispo County	CA	California	NONE	Yes
93429	Santa Barbara County	CA	California	NONE	Yes
93430	San Luis Obispo County	CA	California	NONE	Yes
93432	San Luis Obispo County	CA	California	NONE	Yes
93433	San Luis Obispo County	CA	California	NONE	Yes
93434	Santa Barbara	CA	California	NONE	Yes
93435	San Luis Obispo County	CA	California	NONE	Yes
93436	Santa Barbara County	CA	California	NONE	Yes
93437	Santa Barbara County	CA	California	NONE	Yes
93438	Santa Barbara County	CA	California	NONE	Yes
93440	Santa Barbara County	CA	California	NONE	Yes
93441	Santa Barbara County	CA	California	NONE	Yes
93442	San Luis Obispo County	CA	California	NONE	Yes
93443	San Luis Obispo County	CA	California	NONE	Yes
93444	San Luis Obispo County	CA	California	NONE	Yes
93445	San Luis Obispo County	CA	California	NONE	Yes
93446	San Luis Obispo County	CA	California	NONE	Yes
93447	San Luis Obispo County	CA	California	NONE	Yes
93448	San Luis Obispo County	CA	California	NONE	Yes
93449	San Luis Obispo County	CA	California	NONE	Yes
93450	Monterey County	CA	California	NONE	Yes
93451	San Luis Obispo	CA	California	NONE	Yes
93452	San Luis Obispo	CA	California	NONE	Yes
93453	San Luis Obispo	CA	California	NONE	Yes
93454	Santa Barbara	CA	California	NONE	Yes
93455	Santa Barbara County	CA	California	NONE	Yes
93456	Santa Barbara County	CA	California	NONE	Yes
93457	Santa Barbara County	CA	California	NONE	Yes
93458	Santa Barbara County	CA	California	NONE	Yes
93460	Santa Barbara County	CA	California	NONE	Yes
93461	San Luis Obispo	CA	California	NONE	Yes
93463	Santa Barbara County	CA	California	NONE	Yes
93464	Santa Barbara County	CA	California	NONE	Yes
93465	San Luis Obispo County	CA	California	NONE	Yes
93475	San Luis Obispo County	CA	California	NONE	Yes
93483	San Luis Obispo County	CA	California	NONE	Yes
93501	Kern County	CA	California	NONE	Yes
93502	Kern County	CA	California	NONE	Yes
93504	Kern County	CA	California	NONE	Yes
93505	Kern County	CA	California	NONE	Yes
93510	Los Angeles County	CA	California	NONE	Yes
93512	Mono County	CA	California	NONE	Yes
93513	Inyo County	CA	California	NONE	Yes
93514	Inyo	CA	California	NONE	Yes
93515	Inyo County	CA	California	NONE	Yes
93516	Kern	CA	California	NONE	Yes
93517	Mono County	CA	California	NONE	Yes
93518	Kern County	CA	California	NONE	Yes
93519	Kern County	CA	California	NONE	Yes
93522	Inyo County	CA	California	NONE	Yes
93523	Kern	CA	California	NONE	Yes
93524	Kern County	CA	California	NONE	Yes
93526	Inyo County	CA	California	NONE	Yes
93527	Kern	CA	California	NONE	Yes
93528	Kern	CA	California	NONE	Yes
93529	Mono County	CA	California	NONE	Yes
93530	Inyo County	CA	California	NONE	Yes
93531	Kern County	CA	California	NONE	Yes
93532	Los Angeles County	CA	California	NONE	Yes
93534	Los Angeles County	CA	California	NONE	Yes
93535	Los Angeles	CA	California	NONE	Yes
93536	Los Angeles	CA	California	NONE	Yes
93539	Los Angeles County	CA	California	NONE	Yes
93541	Mono County	CA	California	NONE	Yes
93543	Los Angeles County	CA	California	NONE	Yes
93544	Los Angeles	CA	California	NONE	Yes
93545	Inyo County	CA	California	NONE	Yes
93546	Mono County	CA	California	NONE	Yes
93549	Inyo County	CA	California	NONE	Yes
93550	Los Angeles County	CA	California	NONE	Yes
93551	Los Angeles County	CA	California	NONE	Yes
93552	Los Angeles County	CA	California	NONE	Yes
93553	Los Angeles County	CA	California	NONE	Yes
93554	Kern	CA	California	NONE	Yes
93555	Kern	CA	California	NONE	Yes
93556	Kern County	CA	California	NONE	Yes
93558	San Bernardino County	CA	California	NONE	Yes
93560	Kern	CA	California	NONE	Yes
93561	Kern County	CA	California	NONE	Yes
93562	San Bernardino	CA	California	NONE	Yes
93563	Los Angeles County	CA	California	NONE	Yes
93581	Kern County	CA	California	NONE	Yes
93584	Los Angeles County	CA	California	NONE	Yes
93586	Los Angeles	CA	California	NONE	Yes
93590	Los Angeles County	CA	California	NONE	Yes
93591	Los Angeles County	CA	California	NONE	Yes
93592	Inyo County	CA	California	NONE	Yes
93599	Los Angeles County	CA	California	NONE	Yes
93601	Madera	CA	California	NONE	Yes
93602	Fresno	CA	California	NONE	Yes
93603	Tulare County	CA	California	NONE	Yes
93604	Madera County	CA	California	NONE	Yes
93605	Fresno County	CA	California	NONE	Yes
93606	Fresno County	CA	California	NONE	Yes
93608	Fresno County	CA	California	NONE	Yes
93609	Fresno County	CA	California	NONE	Yes
93610	Madera	CA	California	NONE	Yes
93611	Fresno County	CA	California	NONE	Yes
93612	Fresno County	CA	California	NONE	Yes
93613	Fresno County	CA	California	NONE	Yes
93614	Madera County	CA	California	NONE	Yes
93615	Tulare County	CA	California	NONE	Yes
93616	Fresno County	CA	California	NONE	Yes
93618	Tulare	CA	California	NONE	Yes
93619	Fresno County	CA	California	NONE	Yes
93620	Merced	CA	California	NONE	Yes
93621	Fresno County	CA	California	NONE	Yes
93622	Fresno	CA	California	NONE	Yes
93623	Mariposa	CA	California	NONE	Yes
93624	Fresno County	CA	California	NONE	Yes
93625	Fresno County	CA	California	NONE	Yes
