zip_code,county_name,state_code,state_name,city_name
"36273","Cleburne County","AL","Alabama","Ranburne"
"36277","Calhoun County","AL","Alabama","Weaver"
"36278","Randolph County","AL","Alabama","Wedowee"
"36280","Randolph County","AL","Alabama","Newell"
"36302","Houston County","AL","Alabama","Dothan"
"36304","Houston County","AL","Alabama","Dothan"
"36310","Henry County","AL","Alabama","Abbeville"
"36312","Houston County","AL","Alabama","Ashford"
"36313","Geneva County","AL","Alabama","Bellwood"
"36314","Geneva County","AL","Alabama","Black"
"36320","Houston County","AL","Alabama","Cottonwood"
"36321","Houston County","AL","Alabama","Cowarts"
"36323","Coffee County","AL","Alabama","Elba"
"36340","Geneva County","AL","Alabama","Geneva"
"36343","Houston County","AL","Alabama","Gordon"
"36344","Geneva County","AL","Alabama","Hartford"
"36346","Coffee County","AL","Alabama","Jack"
"36351","Coffee County","AL","Alabama","New Brockton"
"36361","Dale County","AL","Alabama","Ozark"
"36362","Dale County","AL","Alabama","Fort Rucker"
"36370","Houston County","AL","Alabama","Pansey"
"36371","Dale County","AL","Alabama","Pinckard"
"36373","Henry County","AL","Alabama","Shorterville"
"36376","Houston County","AL","Alabama","Webb"
"36425","Monroe County","AL","Alabama","Beatrice"
"36436","Clarke County","AL","Alabama","Dickinson"
"36439","Monroe County","AL","Alabama","Excel"
"36441","Escambia County","AL","Alabama","Flomaton"
"36442","Covington County","AL","Alabama","Florala"
"36444","Monroe County","AL","Alabama","Franklin"
"36445","Monroe County","AL","Alabama","Frisco City"
"36446","Clarke County","AL","Alabama","Fulton"
"36451","Clarke County","AL","Alabama","Grove Hill"
"36454","Conecuh County","AL","Alabama","Lenox"
"36455","Covington County","AL","Alabama","Lockhart"
"36470","Monroe County","AL","Alabama","Perdue Hill"
"36473","Conecuh County","AL","Alabama","Range"
"36476","Covington County","AL","Alabama","River Falls"
"36481","Monroe County","AL","Alabama","Vredenburgh"
"36503","Escambia County","AL","Alabama","Atmore"
"36507","Baldwin County","AL","Alabama","Bay Minette"
"36509","Mobile County","AL","Alabama","Bayou La Batre"
"36511","Baldwin County","AL","Alabama","Bon Secour"
"36512","Mobile County","AL","Alabama","Bucks"
"36513","Washington County","AL","Alabama","Calvert"
"36518","Washington County","AL","Alabama","Chatom"
"36521","Mobile County","AL","Alabama","Chunchula"
"36523","Mobile County","AL","Alabama","Coden"
"36526","Baldwin County","AL","Alabama","Daphne"
"36527","Baldwin County","AL","Alabama","Spanish Fort"
"36528","Mobile County","AL","Alabama","Dauphin Island"
"36529","Washington County","AL","Alabama","Deer Park"
"36530","Baldwin County","AL","Alabama","Perdido Beach"
"36532","Baldwin County","AL","Alabama","Fairhope"
"36533","Baldwin County","AL","Alabama","Fairhope"
"36535","Baldwin County","AL","Alabama","Foley"
"36536","Baldwin County","AL","Alabama","Foley"
"36538","Washington County","AL","Alabama","Frankville"
"36539","Washington County","AL","Alabama","Fruitdale"
"36541","Mobile County","AL","Alabama","Grand Bay"
"36542","Baldwin County","AL","Alabama","Gulf Shores"
"36543","Escambia County","AL","Alabama","Huxford"
"36544","Mobile County","AL","Alabama","Irvington"
"36547","Baldwin County","AL","Alabama","Gulf Shores"
"36548","Washington County","AL","Alabama","Leroy"
"36549","Baldwin County","AL","Alabama","Lillian"
"36551","Baldwin County","AL","Alabama","Loxley"
"36553","Washington County","AL","Alabama","McIntosh"
"36555","Baldwin County","AL","Alabama","Magnolia Springs"
"36559","Baldwin County","AL","Alabama","Fairhope"
"36561","Baldwin County","AL","Alabama","Orange Beach"
"36564","Baldwin County","AL","Alabama","Point Clear"
"36567","Baldwin County","AL","Alabama","Robertsdale"
"36568","Mobile County","AL","Alabama","Saint Elmo"
"36569","Washington County","AL","Alabama","Saint Stephens"
"36571","Mobile County","AL","Alabama","Saraland"
"36572","Mobile County","AL","Alabama","Satsuma"
"36574","Baldwin County","AL","Alabama","Seminole"
"36575","Mobile County","AL","Alabama","Semmes"
"36576","Baldwin County","AL","Alabama","Silverhill"
"36577","Baldwin County","AL","Alabama","Spanish Fort"
"36578","Baldwin County","AL","Alabama","Stapleton"
"36580","Baldwin County","AL","Alabama","Summerdale"
"36581","Washington County","AL","Alabama","Sunflower"
"36582","Mobile County","AL","Alabama","Theodore"
"36583","Washington County","AL","Alabama","Tibbie"
"36584","Washington County","AL","Alabama","Vinegar Bend"
"36587","Mobile County","AL","Alabama","Wilmer"
"36590","Mobile County","AL","Alabama","Theodore"
"36601","Mobile County","AL","Alabama","Mobile"
"36602","Mobile County","AL","Alabama","Mobile"
"36603","Mobile County","AL","Alabama","Mobile"
"36604","Mobile County","AL","Alabama","Mobile"
"36605","Mobile County","AL","Alabama","Mobile"
"36606","Mobile County","AL","Alabama","Mobile"
"36607","Mobile County","AL","Alabama","Mobile"
"36608","Mobile County","AL","Alabama","Mobile"
"36609","Mobile County","AL","Alabama","Mobile"
"36611","Mobile County","AL","Alabama","Mobile"
"36612","Mobile County","AL","Alabama",""
"36613","Mobile County","AL","Alabama",""
"36615","Mobile County","AL","Alabama","Mobile"
"36616","Mobile County","AL","Alabama","Mobile"
"36617","Mobile County","AL","Alabama","Mobile"
"36618","Mobile County","AL","Alabama","Mobile"
"36619","Mobile County","AL","Alabama","Theodore"
"36633","Mobile County","AL","Alabama","Mobile"
"36640","Mobile County","AL","Alabama","Mobile"
"36652","Mobile County","AL","Alabama","Mobile"
"36660","Mobile County","AL","Alabama","Mobile"
"36663","Mobile County","AL","Alabama","Mobile"
"36670","Mobile County","AL","Alabama","Mobile"
"36671","Mobile County","AL","Alabama","Mobile"
"36685","Mobile County","AL","Alabama","Mobile"
"36688","Mobile County","AL","Alabama","Mobile"
"36689","Mobile County","AL","Alabama","Mobile"
"36691","Mobile County","AL","Alabama","Mobile"
"36693","Mobile County","AL","Alabama","Mobile"
"36695","Mobile County","AL","Alabama","Mobile"
"36702","Dallas County","AL","Alabama","Selma"
"36723","Wilcox County","AL","Alabama","Boykin"
"36726","Wilcox County","AL","Alabama","Camden"
"36727","Clarke County","AL","Alabama","Campbell"
"36736","Marengo County","AL","Alabama","Dixons Mills"
"36741","Wilcox County","AL","Alabama","Furman"
"36748","Marengo County","AL","Alabama","Linden"
"36752","Lowndes County","AL","Alabama","Lowndesboro"
"36753","Wilcox County","AL","Alabama","McWilliams"
"36754","Marengo County","AL","Alabama","Magnolia"
"36756","Perry County","AL","Alabama","Marion"
"36763","Marengo County","AL","Alabama","Myrtlewood"
"36764","Marengo County","AL","Alabama","Nanafalia"
"36766","Wilcox County","AL","Alabama","Oak Hill"
"36767","Dallas County","AL","Alabama","Orrville"
"36769","Wilcox County","AL","Alabama","Yellow Bluff"
"36782","Marengo County","AL","Alabama","Sweet Water"
"36790","Chilton County","AL","Alabama","Stanton"
"36803","Lee County","AL","Alabama","Opelika"
"36831","Lee County","AL","Alabama","Auburn"
"36849","Lee County","AL","Alabama","Auburn"
"36851","Russell County","AL","Alabama","Cottonton"
"36855","Chambers County","AL","Alabama","Five Points"
"36856","Russell County","AL","Alabama","Fort Mitchell"
"36858","Russell County","AL","Alabama","Hatchechubbee"
"36861","Tallapoosa County","AL","Alabama","Jackson's Gap"
"36862","Chambers County","AL","Alabama","La Fayette"
"36863","Chambers County","AL","Alabama","Lanett"
"36865","Lee County","AL","Alabama","Loachapoka"
"36868","Russell County","AL","Alabama","Phenix City"
"36869","Russell County","AL","Alabama","Phenix City"
"36875","Russell County","AL","Alabama","Seale"
"36877","Lee County","AL","Alabama","Smiths Station"
"36901","Sumter County","AL","Alabama","Bellamy"
"36904","Choctaw County","AL","Alabama","Lavaca"
"36907","Sumter County","AL","Alabama","Cuba"
"36908","Choctaw County","AL","Alabama","Gilbertown"
"36910","Choctaw County","AL","Alabama","Jachin"
"36913","Choctaw County","AL","Alabama","Melvin"
"36915","Choctaw County","AL","Alabama","Needham"
"37316","Polk County","TN","Tennessee","Conasauga"
"38505","Putnam County","TN","Tennessee","Cookeville"
"38634","Marshall County","MS","Mississippi","Holly Springs"
"38902","Grenada County","MS","Mississippi","Grenada"
"40404","Madison County","KY","Kentucky","Berea"
"40981","Perry County","KY","Kentucky","Saul"
"43032","Delaware County","OH","Ohio","Kilbourne"
"47865","Sullivan County","IN","Indiana","Paxton"
"49784","Chippewa County","MI","Michigan","Sault Ste. Marie"
"49942","Houghton County","MI","Michigan",""
"52557","Jefferson County","IA","Iowa","Fairfield"
"55814","St. Louis County","MN","Minnesota","DLTH FED PRIS"
"56030","Brown County","MN","Minnesota","Essig"
"56075","Martin County","MN","Minnesota","Fairmont"
"56140","Pipestone County","MN","Minnesota","Ihlen"
"56398","Stearns County","MN","Minnesota","St. Cloud"
"57117","Minnehaha County","SD","South Dakota","Sioux Falls"
"57756","Oglala Lakota County","SD","South Dakota","Manderson-White Horse Creek"
"57764","Oglala Lakota County","SD","South Dakota","Oglala"
"57770","Oglala Lakota County","SD","South Dakota","Pine Ridge"
"57772","Oglala Lakota County","SD","South Dakota","Porcupine"
"57794","Oglala Lakota County","SD","South Dakota","Wounded Knee"
"58074","Richland County","ND","North Dakota","Wahpeton"
"70038","Plaquemines Parish","LA","Louisiana","Boothville-Venice"
"70302","Lafourche Parish","LA","Louisiana","Thibodaux"
"70310","Lafourche Parish","LA","Louisiana","Thibodaux"
"70609","Calcasieu Parish","LA","Louisiana","Lake Charles"
"70813","East Baton Rouge Parish","LA","Louisiana","Baton Rouge"
"71284","Madison Parish","LA","Louisiana","Tallulah"
"71601","Jefferson County","AR","Arkansas","Pine Bluff"
"71635","Ashley County","AR","Arkansas","Crossett"
"71640","Chicot County","AR","Arkansas","Eudora"
"71659","Jefferson County","AR","Arkansas","Moscow"
"71662","Desha County","AR","Arkansas","Pickens"
"71666","Desha County","AR","Arkansas","Rohwer"
"71678","Lincoln County","AR","Arkansas","Yorktown"
"71721","Clark County","AR","Arkansas","Beirne"
"71722","Nevada County","AR","Arkansas","Bluff City"
"71724","Union County","AR","Arkansas","Calion"
"71728","Clark County","AR","Arkansas","Curtis"
"71731","Union County","AR","Arkansas","El Dorado"
"71744","Calhoun County","AR","Arkansas","Hampton"
"71745","Calhoun County","AR","Arkansas","Harrell"
"71748","Dallas County","AR","Arkansas","Ivan"
"71749","Union County","AR","Arkansas","Junction City"
"71754","Columbia County","AR","Arkansas","Magnolia"
"71759","Union County","AR","Arkansas","Norphlet"
"71766","Calhoun County","AR","Arkansas","Thornton"
"71772","Clark County","AR","Arkansas","Whelen Springs"
"71820","Little River County","AR","Arkansas","Alleene"
"71823","Sevier County","AR","Arkansas","Ben Lomond"
"71825","Hempstead County","AR","Arkansas","Blevins"
"71828","Nevada County","AR","Arkansas","Cale"
"71831","Hempstead County","AR","Arkansas","Columbus"
"71832","Sevier County","AR","Arkansas","De Queen"
"71834","Miller County","AR","Arkansas",""
"71836","Little River County","AR","Arkansas","Foreman"
"71837","Miller County","AR","Arkansas","Fouke"
"71840","Miller County","AR","Arkansas","Genoa"
"71855","Hempstead County","AR","Arkansas","Ozan"
"71858","Nevada County","AR","Arkansas","Rosston"
"71862","Hempstead County","AR","Arkansas","Washington"
"71864","Nevada County","AR","Arkansas","Willisville"
"71865","Little River County","AR","Arkansas","Wilton"
"71901","Garland County","AR","Arkansas",""
"71902","Garland County","AR","Arkansas","Hot Springs"
"71903","Garland County","AR","Arkansas","Hot Springs"
"71910","Garland County","AR","Arkansas",""
"71914","Garland County","AR","Arkansas","Hot Springs"
"71922","Pike County","AR","Arkansas","Antoine"
"71932","Polk County","AR","Arkansas","Board Camp"
"71935","Montgomery County","AR","Arkansas","Caddo Gap"
"71937","Polk County","AR","Arkansas","Hatton"
"71941","Hot Spring County","AR","Arkansas","Donaldson"
"71942","Hot Spring County","AR","Arkansas","Friendship"
"71944","Polk County","AR","Arkansas","Grannis"
"71945","Polk County","AR","Arkansas","Hatfield"
"71952","Pike County","AR","Arkansas","Langley"
"71956","Garland County","AR","Arkansas","Mountain Pine"
"71958","Pike County","AR","Arkansas","Murfreesboro"
"71960","Montgomery County","AR","Arkansas","Norman"
"71961","Montgomery County","AR","Arkansas","Oden"
"71965","Montgomery County","AR","Arkansas","Pencil Bluff"
"71968","Garland County","AR","Arkansas","Royal"
"71969","Montgomery County","AR","Arkansas","Sims"
"71998","Clark County","AR","Arkansas","Arkadelphia"
"71999","Clark County","AR","Arkansas","Arkadelphia"
"72003","Arkansas County","AR","Arkansas","Almyra"
"72005","Jackson County","AR","Arkansas","Amagon"
"72006","Woodruff County","AR","Arkansas","Augusta"
"72007","Lonoke County","AR","Arkansas","Austin"
"72014","Jackson County","AR","Arkansas","Beedeville"
"72017","Province of Brindisi","Apulia","Apulia",""
"72018","Saline County","AR","Arkansas","Benton"
"72019","Saline County","AR","Arkansas","Bryant"
"72021","Monroe County","AR","Arkansas","Brinkley"
"72022","Saline County","AR","Arkansas","Bryant"
"72027","Conway County","AR","Arkansas","Center Ridge"
"72028","Province of Brindisi","Apulia","Apulia",""
"72029","Monroe County","AR","Arkansas","Clarendon"
"72032","Faulkner County","AR","Arkansas","Conway"
"72033","Faulkner County","AR","Arkansas","Conway"
"72034","Faulkner County","AR","Arkansas","Conway"
"72035","Faulkner County","AR","Arkansas","Conway"
"72037","Lonoke County","AR","Arkansas","Coy"
"72042","Arkansas County","AR","Arkansas","DeWitt"
"72043","Jackson County","AR","Arkansas","Diaz"
"72045","White County","AR","Arkansas","El Paso"
"72047","Faulkner County","AR","Arkansas","Enola"
"72052","White County","AR","Arkansas","Garner"
"72053","Pulaski County","AR","Arkansas","College Station"
"72058","Faulkner County","AR","Arkansas","Greenbrier"
"72059","Woodruff County","AR","Arkansas","Gregory"
"72061","Faulkner County","AR","Arkansas","Guy"
"72064","Prairie County","AR","Arkansas","Hazen"
"72066","Prairie County","AR","Arkansas","Hickory Plains"
"72068","White County","AR","Arkansas","Higginson"
"72072","Tübingen","BW","Baden-Württemberg","Tübingen"
"72074","Woodruff County","AR","Arkansas","Hunter"
"72075","Jackson County","AR","Arkansas","Jacksonport"
"72078","Pulaski County","AR","Arkansas","Jacksonville"
"72081","White County","AR","Arkansas","Judsonia"
"72082","White County","AR","Arkansas","Kensett"
"72083","Lonoke County","AR","Arkansas","Keo"
"72085","White County","AR","Arkansas","Letona"
"72089","Saline County","AR","Arkansas","Bryant"
"72099","Pulaski County","AR","Arkansas","LR Air Force Base"
"72102","White County","AR","Arkansas","McRae"
"72107","Conway County","AR","Arkansas","Menifee"
"72108","Monroe County","AR","Arkansas","Monroe"
"72114","Pulaski County","AR","Arkansas","North Little Rock"
"72115","Pulaski County","AR","Arkansas","North Little Rock"
"72116","Pulaski County","AR","Arkansas","North Little Rock"
"72117","Pulaski County","AR","Arkansas","North Little Rock"
"72119","Pulaski County","AR","Arkansas","North Little Rock"
"72123","Woodruff County","AR","Arkansas","Patterson"
"72124","Pulaski County","AR","Arkansas","Sherwood"
"72127","Conway County","AR","Arkansas","Plumerville"
"72128","Grant County","AR","Arkansas","Poyen"
"72129","Grant County","AR","Arkansas","Prattsville"
"72130","Sarthe","Pays de la Loire","Pays de la Loire","Saint-Aubin-de-Locquenay"
"72133","Jefferson County","AR","Arkansas","Reydell"
"72136","White County","AR","Arkansas","Romance"
"72139","White County","AR","Arkansas","Russell"
"72140","Arkansas County","AR","Arkansas","Saint Charles"
"72145","White County","AR","Arkansas","Searcy"
"72152","Jefferson County","AR","Arkansas","Sherrill"
"72156","Conway County","AR","Arkansas","Solgohachia"
"72157","Conway County","AR","Arkansas","Springfield"
"72164","Pulaski County","AR","Arkansas","Sweet Home"
"72165","Independence County","AR","Arkansas","Thida"
"72168","Jefferson County","AR","Arkansas","Tucker"
"72169","Jackson County","AR","Arkansas","Tupelo"
"72170","Prairie County","AR","Arkansas","Ulm"
"72173","Faulkner County","AR","Arkansas","Vilonia"
"72178","White County","AR","Arkansas","West Point"
"72179","Cleburne County","AR","Arkansas","Wilburn"
"72180","Pulaski County","AR","Arkansas","Woodson"
"72181","Faulkner County","AR","Arkansas","Wooster"
"72182","Jefferson County","AR","Arkansas","Wright"
"72183","Pulaski County","AR","Arkansas","Wrightsville"
"72190","Pulaski County","AR","Arkansas","North Little Rock"
"72199","Pulaski County","AR","Arkansas","CAMP ROBINSON"
"72201","Pulaski County","AR","Arkansas","Little Rock"
"72202","Pulaski County","AR","Arkansas","Little Rock"
"72203","Pulaski County","AR","Arkansas","Little Rock"
"72204","Pulaski County","AR","Arkansas","Little Rock"
"72205","Pulaski County","AR","Arkansas","Little Rock"
"72207","Pulaski County","AR","Arkansas","Little Rock"
"72209","Pulaski County","AR","Arkansas","Little Rock"
"72211","Pulaski County","AR","Arkansas","Little Rock"
"72212","Pulaski County","AR","Arkansas","Little Rock"
"72214","Pulaski County","AR","Arkansas","Little Rock"
"72215","Pulaski County","AR","Arkansas","Little Rock"
"72216","Pulaski County","AR","Arkansas","Little Rock"
"72217","Pulaski County","AR","Arkansas","Little Rock"
"72219","Pulaski County","AR","Arkansas","Little Rock"
"72221","Pulaski County","AR","Arkansas","Little Rock"
"72222","Pulaski County","AR","Arkansas","Little Rock"
"72223","Pulaski County","AR","Arkansas","Little Rock"
"72225","Pulaski County","AR","Arkansas","Little Rock"
"72227","Pulaski County","AR","Arkansas","Little Rock"
"72231","Pulaski County","AR","Arkansas","Little Rock"
"72255","Pulaski County","AR","Arkansas","Little Rock"
"72260","Pulaski County","AR","Arkansas","Little Rock"
"72301","Crittenden County","AR","Arkansas","West Memphis"
"72311","Lee County","AR","Arkansas","Aubrey"
"72312","Phillips County","AR","Arkansas","Barton"
"72313","Mississippi County","AR","Arkansas","Bassett"
"72315","Mississippi County","AR","Arkansas","Gosnell"
"72316","Mississippi County","AR","Arkansas","Blytheville"
"72321","Mississippi County","AR","Arkansas","Burdette"
"72322","St. Francis County","AR","Arkansas","Caldwell"
"72325","Crittenden County","AR","Arkansas","Clarkedale"
"72327","Crittenden County","AR","Arkansas","Crawfordsville"
"72329","Mississippi County","AR","Arkansas","Driver"
"72330","Mississippi County","AR","Arkansas","Dyess"
"72332","Crittenden County","AR","Arkansas","Edmondson"
"72339","Crittenden County","AR","Arkansas","Gilmore"
"72340","St. Francis County","AR","Arkansas","Goodwin"
"72341","Lee County","AR","Arkansas","Haynes"
"72350","Sarthe","Pays de la Loire","Pays de la Loire","Fontenay-sur-Vègre"
"72351","Mississippi County","AR","Arkansas","Keiser"
"72352","Lee County","AR","Arkansas","LaGrange"
"72353","Phillips County","AR","Arkansas","Lambrook"
"72359","St. Francis County","AR","Arkansas","Madison"
"72360","Lee County","AR","Arkansas","Marianna"
"72364","Crittenden County","AR","Arkansas","Marion"
"72365","Poinsett County","AR","Arkansas","Marked Tree"
"72367","Phillips County","AR","Arkansas","Mellwood"
"72369","Phillips County","AR","Arkansas","Oneida"
"72370","Mississippi County","AR","Arkansas","Osceola"
"72374","Phillips County","AR","Arkansas","Poplar Grove"
"72377","Poinsett County","AR","Arkansas","Rivervale"
"72384","Crittenden County","AR","Arkansas","Turrell"
"72387","Cross County","AR","Arkansas","Vanndale"
"72389","Phillips County","AR","Arkansas","Wabash"
"72390","Phillips County","AR","Arkansas",""
"72391","Mississippi County","AR","Arkansas","West Ridge"
"72394","St. Francis County","AR","Arkansas","Widener"
"72395","Mississippi County","AR","Arkansas","Wilson"
"72402","Craighead County","AR","Arkansas","Jonesboro"
"72403","Craighead County","AR","Arkansas","Jonesboro"
"72404","Craighead County","AR","Arkansas","Jonesboro"
"72405","Craighead County","AR","Arkansas","Jonesboro"
"72414","Craighead County","AR","Arkansas","Black Oak"
"72415","Lawrence County","AR","Arkansas","Black Rock"
"72417","Craighead County","AR","Arkansas","Brookland"
"72424","Clay County","AR","Arkansas","Datto"
"72426","Mississippi County","AR","Arkansas","Dell"
"72427","Craighead County","AR","Arkansas","Egypt"
"72428","Mississippi County","AR","Arkansas","Etowah"
"72430","Clay County","AR","Arkansas","Greenway"
"72431","Jackson County","AR","Arkansas","Grubbs"
"72433","Lawrence County","AR","Arkansas","Hoxie"
"72435","Clay County","AR","Arkansas","Knobel"
"72437","Craighead County","AR","Arkansas","Lake City"
"72440","Lawrence County","AR","Arkansas","Lynn"
"72441","Clay County","AR","Arkansas","McDougal"
