zip_code,state_code,county_name,county_fips,has_zori_data,zori_metro_name,zordi_metro_match,zordi_metro_name,has_zordi_data,reason,investment_score_exists,bedroom_count,fmr_year
00918,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00919,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00920,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00920,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00921,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00921,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00921,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00922,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00923,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00924,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00924,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00924,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00925,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00926,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00926,PR,"Caguas Municipio",72025,false,,false,,false,"No ZORI data",false,,
00926,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00926,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00926,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00926,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00926,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00927,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00928,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00929,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00931,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00934,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00934,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00935,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00936,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00937,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00940,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00949,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00949,PR,"Dorado Municipio",72051,false,,false,,false,"No ZORI data",false,,
00949,PR,"Toa Alta Municipio",72135,false,,false,,false,"No ZORI data",false,,
00949,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00950,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00951,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00952,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00953,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00953,PR,"Corozal Municipio",72047,false,,false,,false,"No ZORI data",false,,
00953,PR,"Toa Alta Municipio",72135,false,,false,,false,"No ZORI data",false,,
00953,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00954,PR,"Toa Alta Municipio",72135,false,,false,,false,"No ZORI data",false,,
00956,PR,"Aguas Buenas Municipio",72007,false,,false,,false,"No ZORI data",false,,
00956,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00956,PR,"Caguas Municipio",72025,false,,false,,false,"No ZORI data",false,,
00956,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00956,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00957,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00957,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00957,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00957,PR,"Toa Alta Municipio",72135,false,,false,,false,"No ZORI data",false,,
00957,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00958,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00959,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00959,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00959,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00959,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00960,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00961,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00961,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00961,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00961,PR,"Toa Baja Municipio",72137,false,,false,,false,"No ZORI data",false,,
00961,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00962,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00962,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00962,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00962,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00962,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00963,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00965,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00965,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00966,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00966,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00968,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00968,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00969,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00969,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00969,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00969,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00970,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00971,PR,"Guaynabo Municipio",72061,false,,false,,false,"No ZORI data",false,,
00975,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00976,PR,"Bayamón Municipio",72021,false,,false,,false,"No ZORI data",false,,
00976,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00976,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00976,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00976,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00977,PR,"Cataño Municipio",72033,false,,false,,false,"No ZORI data",false,,
00979,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00981,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00982,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00983,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00984,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00985,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00986,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00987,PR,"Canóvanas Municipio",72029,false,,false,,false,"No ZORI data",false,,
00987,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
00987,PR,"San Juan Municipio",72127,false,,false,,false,"No ZORI data",false,,
00987,PR,"Trujillo Alto Municipio",72139,false,,false,,false,"No ZORI data",false,,
00988,PR,"Carolina Municipio",72031,false,,false,,false,"No ZORI data",false,,
02801,RI,"Newport",44005,false,,false,,false,"No ZORI data",false,,
02802,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02815,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02823,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02824,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02826,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02829,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02836,RI,"Washington",44009,false,,false,,false,"No ZORI data",false,,
02841,RI,"Newport",44005,false,,false,,false,"No ZORI data",false,,
02858,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
02862,RI,"Providence",44007,false,,false,,false,"No ZORI data",false,,
00801,VI,"St. Thomas",78030,false,,false,,false,"No ZORI data",false,,
00802,VI,"St. Thomas",78030,false,,false,,false,"No ZORI data",false,,
00803,VI,"St. Thomas",78030,false,,false,,false,"No ZORI data",false,,
00804,VI,"St. Thomas",78030,false,,false,,false,"No ZORI data",false,,
00820,VI,"St. Croix",78010,false,,false,,false,"No ZORI data",false,,
00830,VI,"St. John",78020,false,,false,,false,"No ZORI data",false,,
00831,VI,"St. John",78020,false,,false,,false,"No ZORI data",false,,
00840,VI,"St. Croix",78010,false,,false,,false,"No ZORI data",false,,
00850,VI,"St. Croix",78010,false,,false,,false,"No ZORI data",false,,
01608,MA,"Worcester",25027,true,"Worcester, MA-CT",false,,false,"Not in investment_score",false,,
